percentile_rank,metric_value,branch,load_type,total_count
0.79,2670.0,control,STOP,203506032
0.8,2763.0,control,STOP,203506032
0.81,2868.0,control,STOP,203506032
0.82,2975.0,control,STOP,203506032
0.83,3095.0,control,STOP,203506032
0.84,3217.0,control,STOP,203506032
0.85,3356.0,control,STOP,203506032
0.86,3504.0,control,STOP,203506032
0.87,3673.0,control,STOP,203506032
0.88,3856.0,control,STOP,203506032
0.89,4057.0,control,STOP,203506032
0.9,4293.0,control,STOP,203506032
0.91,4559.0,control,STOP,203506032
0.92,4884.0,control,STOP,203506032
0.93,5292.0,control,STOP,203506032
0.94,5829.0,control,STOP,203506032
0.95,6475.0,control,STOP,203506032
0.96,7402.0,control,STOP,203506032
0.97,8707.0,control,STOP,203506032
0.98,11051.0,control,STOP,203506032
0.99,16331.0,control,STOP,203506032
1.0,1277122162.0,control,STOP,203506032
0.0,-1987557317.0,treatment-a,STOP,204632455
0.01,94.0,treatment-a,STOP,204632455
0.02,129.0,treatment-a,STOP,204632455
0.03,158.0,treatment-a,STOP,204632455
0.04,183.0,treatment-a,STOP,204632455
0.05,209.0,treatment-a,STOP,204632455
0.06,232.0,treatment-a,STOP,204632455
0.07,254.0,treatment-a,STOP,204632455
0.08,275.0,treatment-a,STOP,204632455
0.09,297.0,treatment-a,STOP,204632455
0.1,317.0,treatment-a,STOP,204632455
0.11,337.0,treatment-a,STOP,204632455
0.12,357.0,treatment-a,STOP,204632455
0.13,377.0,treatment-a,STOP,204632455
0.14,396.0,treatment-a,STOP,204632455
0.15,417.0,treatment-a,STOP,204632455
0.16,436.0,treatment-a,STOP,204632455
0.17,456.0,treatment-a,STOP,204632455
0.18,476.0,treatment-a,STOP,204632455
0.19,496.0,treatment-a,STOP,204632455
0.2,516.0,treatment-a,STOP,204632455
0.21,536.0,treatment-a,STOP,204632455
0.22,557.0,treatment-a,STOP,204632455
0.23,577.0,treatment-a,STOP,204632455
0.24,598.0,treatment-a,STOP,204632455
0.25,618.0,treatment-a,STOP,204632455
0.26,640.0,treatment-a,STOP,204632455
0.27,661.0,treatment-a,STOP,204632455
0.28,683.0,treatment-a,STOP,204632455
0.29,704.0,treatment-a,STOP,204632455
0.3,727.0,treatment-a,STOP,204632455
0.31,750.0,treatment-a,STOP,204632455
0.32,772.0,treatment-a,STOP,204632455
0.33,795.0,treatment-a,STOP,204632455
0.34,819.0,treatment-a,STOP,204632455
0.35,842.0,treatment-a,STOP,204632455
0.36,867.0,treatment-a,STOP,204632455
0.37,891.0,treatment-a,STOP,204632455
0.38,916.0,treatment-a,STOP,204632455
0.39,940.0,treatment-a,STOP,204632455
0.4,966.0,treatment-a,STOP,204632455
0.41,991.0,treatment-a,STOP,204632455
0.42,1017.0,treatment-a,STOP,204632455
0.43,1044.0,treatment-a,STOP,204632455
0.44,1071.0,treatment-a,STOP,204632455
0.45,1098.0,treatment-a,STOP,204632455
0.46,1126.0,treatment-a,STOP,204632455
0.47,1154.0,treatment-a,STOP,204632455
0.48,1182.0,treatment-a,STOP,204632455
0.49,1211.0,treatment-a,STOP,204632455
0.5,1241.0,treatment-a,STOP,204632455
0.51,1270.0,treatment-a,STOP,204632455
0.52,1301.0,treatment-a,STOP,204632455
0.53,1332.0,treatment-a,STOP,204632455
0.54,1365.0,treatment-a,STOP,204632455
0.55,1398.0,treatment-a,STOP,204632455
0.56,1431.0,treatment-a,STOP,204632455
0.57,1465.0,treatment-a,STOP,204632455
0.58,1500.0,treatment-a,STOP,204632455
0.59,1537.0,treatment-a,STOP,204632455
0.6,1574.0,treatment-a,STOP,204632455
0.61,1614.0,treatment-a,STOP,204632455
0.62,1653.0,treatment-a,STOP,204632455
0.63,1695.0,treatment-a,STOP,204632455
0.64,1737.0,treatment-a,STOP,204632455
0.65,1784.0,treatment-a,STOP,204632455
0.66,1828.0,treatment-a,STOP,204632455
0.67,1878.0,treatment-a,STOP,204632455
0.68,1927.0,treatment-a,STOP,204632455
0.69,1979.0,treatment-a,STOP,204632455
0.7,2035.0,treatment-a,STOP,204632455
0.71,2090.0,treatment-a,STOP,204632455
0.72,2149.0,treatment-a,STOP,204632455
0.73,2211.0,treatment-a,STOP,204632455
0.74,2277.0,treatment-a,STOP,204632455
0.75,2345.0,treatment-a,STOP,204632455
0.76,2422.0,treatment-a,STOP,204632455
0.77,2497.0,treatment-a,STOP,204632455
0.78,2579.0,treatment-a,STOP,204632455
0.79,2666.0,treatment-a,STOP,204632455
0.8,2761.0,treatment-a,STOP,204632455
0.81,2861.0,treatment-a,STOP,204632455
0.82,2968.0,treatment-a,STOP,204632455
0.83,3087.0,treatment-a,STOP,204632455
0.84,3212.0,treatment-a,STOP,204632455
0.85,3349.0,treatment-a,STOP,204632455
0.86,3495.0,treatment-a,STOP,204632455
0.87,3663.0,treatment-a,STOP,204632455
0.88,3841.0,treatment-a,STOP,204632455
0.89,4050.0,treatment-a,STOP,204632455
0.9,4279.0,treatment-a,STOP,204632455
0.91,4550.0,treatment-a,STOP,204632455
0.92,4868.0,treatment-a,STOP,204632455
0.93,5275.0,treatment-a,STOP,204632455
0.94,5793.0,treatment-a,STOP,204632455
0.95,6444.0,treatment-a,STOP,204632455
0.96,7358.0,treatment-a,STOP,204632455
0.97,8668.0,treatment-a,STOP,204632455
0.98,11020.0,treatment-a,STOP,204632455
0.99,16055.0,treatment-a,STOP,204632455
1.0,1582467228.0,treatment-a,STOP,204632455
0.0,5.0,treatment-b,STOP,204936576
0.01,96.0,treatment-b,STOP,204936576
0.02,131.0,treatment-b,STOP,204936576
0.03,159.0,treatment-b,STOP,204936576
0.04,184.0,treatment-b,STOP,204936576
0.05,207.0,treatment-b,STOP,204936576
0.06,228.0,treatment-b,STOP,204936576
0.07,250.0,treatment-b,STOP,204936576
0.08,272.0,treatment-b,STOP,204936576
0.09,293.0,treatment-b,STOP,204936576
0.1,315.0,treatment-b,STOP,204936576
0.11,335.0,treatment-b,STOP,204936576
0.12,355.0,treatment-b,STOP,204936576
0.13,375.0,treatment-b,STOP,204936576
0.14,395.0,treatment-b,STOP,204936576
0.15,415.0,treatment-b,STOP,204936576
0.16,435.0,treatment-b,STOP,204936576
0.17,455.0,treatment-b,STOP,204936576
0.18,474.0,treatment-b,STOP,204936576
0.19,495.0,treatment-b,STOP,204936576
0.2,514.0,treatment-b,STOP,204936576
0.21,535.0,treatment-b,STOP,204936576
0.22,555.0,treatment-b,STOP,204936576
0.23,576.0,treatment-b,STOP,204936576
0.24,596.0,treatment-b,STOP,204936576
0.25,617.0,treatment-b,STOP,204936576
0.26,638.0,treatment-b,STOP,204936576
0.27,660.0,treatment-b,STOP,204936576
0.28,681.0,treatment-b,STOP,204936576
0.29,703.0,treatment-b,STOP,204936576
0.3,725.0,treatment-b,STOP,204936576
0.31,748.0,treatment-b,STOP,204936576
0.32,771.0,treatment-b,STOP,204936576
0.33,794.0,treatment-b,STOP,204936576
0.34,818.0,treatment-b,STOP,204936576
0.35,841.0,treatment-b,STOP,204936576
0.36,866.0,treatment-b,STOP,204936576
0.37,890.0,treatment-b,STOP,204936576
0.38,915.0,treatment-b,STOP,204936576
0.39,939.0,treatment-b,STOP,204936576
0.4,965.0,treatment-b,STOP,204936576
0.41,990.0,treatment-b,STOP,204936576
0.42,1017.0,treatment-b,STOP,204936576
0.43,1042.0,treatment-b,STOP,204936576
0.44,1069.0,treatment-b,STOP,204936576
0.45,1096.0,treatment-b,STOP,204936576
0.46,1123.0,treatment-b,STOP,204936576
0.47,1151.0,treatment-b,STOP,204936576
0.48,1179.0,treatment-b,STOP,204936576
0.49,1207.0,treatment-b,STOP,204936576
0.5,1236.0,treatment-b,STOP,204936576
0.51,1266.0,treatment-b,STOP,204936576
0.52,1296.0,treatment-b,STOP,204936576
0.53,1327.0,treatment-b,STOP,204936576
0.54,1358.0,treatment-b,STOP,204936576
0.55,1391.0,treatment-b,STOP,204936576
0.56,1424.0,treatment-b,STOP,204936576
0.57,1457.0,treatment-b,STOP,204936576
0.58,1492.0,treatment-b,STOP,204936576
0.59,1529.0,treatment-b,STOP,204936576
0.6,1565.0,treatment-b,STOP,204936576
0.61,1604.0,treatment-b,STOP,204936576
0.62,1643.0,treatment-b,STOP,204936576
0.63,1684.0,treatment-b,STOP,204936576
0.64,1727.0,treatment-b,STOP,204936576
0.65,1772.0,treatment-b,STOP,204936576
0.66,1817.0,treatment-b,STOP,204936576
0.67,1865.0,treatment-b,STOP,204936576
0.68,1915.0,treatment-b,STOP,204936576
0.69,1967.0,treatment-b,STOP,204936576
0.7,2022.0,treatment-b,STOP,204936576
0.71,2079.0,treatment-b,STOP,204936576
0.72,2137.0,treatment-b,STOP,204936576
0.73,2201.0,treatment-b,STOP,204936576
0.74,2267.0,treatment-b,STOP,204936576
0.75,2338.0,treatment-b,STOP,204936576
0.76,2412.0,treatment-b,STOP,204936576
0.77,2491.0,treatment-b,STOP,204936576
0.78,2572.0,treatment-b,STOP,204936576
0.79,2661.0,treatment-b,STOP,204936576
0.8,2757.0,treatment-b,STOP,204936576
0.81,2859.0,treatment-b,STOP,204936576
0.82,2965.0,treatment-b,STOP,204936576
0.83,3086.0,treatment-b,STOP,204936576
0.84,3209.0,treatment-b,STOP,204936576
0.85,3346.0,treatment-b,STOP,204936576
0.86,3498.0,treatment-b,STOP,204936576
0.87,3663.0,treatment-b,STOP,204936576
0.88,3848.0,treatment-b,STOP,204936576
0.89,4054.0,treatment-b,STOP,204936576
0.9,4298.0,treatment-b,STOP,204936576
0.91,4562.0,treatment-b,STOP,204936576
0.92,4889.0,treatment-b,STOP,204936576
0.93,5291.0,treatment-b,STOP,204936576
0.94,5834.0,treatment-b,STOP,204936576
0.95,6490.0,treatment-b,STOP,204936576
0.96,7398.0,treatment-b,STOP,204936576
0.97,8739.0,treatment-b,STOP,204936576
0.98,11120.0,treatment-b,STOP,204936576
0.99,16270.0,treatment-b,STOP,204936576
1.0,1550028564.0,treatment-b,STOP,204936576
